,category,brand,skintype,product,age,sex,score
53,스킨,코스알엑스 (COSRX),복합성,풀핏 프로폴리스 시너지 토너,25,f,4
54,스킨,코스알엑스 (COSRX),복합성,풀핏 프로폴리스 시너지 토너,25,f,5
55,스킨,코스알엑스 (COSRX),건성,풀핏 프로폴리스 시너지 토너,28,f,5
56,스킨,코스알엑스 (COSRX),복합성,풀핏 프로폴리스 시너지 토너,23,f,5
57,스킨,코스알엑스 (COSRX),복합성,풀핏 프로폴리스 시너지 토너,24,f,5
58,스킨,코스알엑스 (COSRX),건성,풀핏 프로폴리스 시너지 토너,32,f,5
59,스킨,코스알엑스 (COSRX),지성,풀핏 프로폴리스 시너지 토너,25,f,5
60,스킨,비플랫 (be Flat),건성,퓨어 토너 포 세븐 스킨,20,f,4
61,스킨,비플랫 (be Flat),복합성,퓨어 토너 포 세븐 스킨,30,f,5
62,스킨,비플랫 (be Flat),민감성,퓨어 토너 포 세븐 스킨,26,f,5
63,스킨,비플랫 (be Flat),건성,퓨어 토너 포 세븐 스킨,36,f,4
64,스킨,비플랫 (be Flat),지성,퓨어 토너 포 세븐 스킨,26,f,5
65,스킨,비플랫 (be Flat),건성,퓨어 토너 포 세븐 스킨,22,f,5
66,스킨,비플랫 (be Flat),지성,퓨어 토너 포 세븐 스킨,21,f,4
67,스킨,비플랫 (be Flat),복합성,퓨어 토너 포 세븐 스킨,36,m,5
68,스킨,비플랫 (be Flat),민감성,퓨어 토너 포 세븐 스킨,25,f,5
69,스킨,비플랫 (be Flat),건성,퓨어 토너 포 세븐 스킨,28,f,5
70,스킨,비플랫 (be Flat),지성,퓨어 토너 포 세븐 스킨,26,f,3
71,스킨,비플랫 (be Flat),지성,퓨어 토너 포 세븐 스킨,21,f,4
72,스킨,비플랫 (be Flat),복합성,퓨어 토너 포 세븐 스킨,36,f,4
73,스킨,비플랫 (be Flat),지성,퓨어 토너 포 세븐 스킨,24,f,5
74,스킨,비플랫 (be Flat),지성,퓨어 토너 포 세븐 스킨,25,f,4
75,스킨,비플랫 (be Flat),복합성,퓨어 토너 포 세븐 스킨,35,f,4
76,스킨,비플랫 (be Flat),건성,퓨어 토너 포 세븐 스킨,31,f,4
77,스킨,비플랫 (be Flat),지성,퓨어 토너 포 세븐 스킨,16,f,5
78,스킨,비플랫 (be Flat),복합성,퓨어 토너 포 세븐 스킨,28,f,5
79,스킨,비플랫 (be Flat),건성,퓨어 토너 포 세븐 스킨,30,f,5
80,스킨,비플랫 (be Flat),건성,퓨어 토너 포 세븐 스킨,31,f,4
81,스킨,비플랫 (be Flat),건성,퓨어 토너 포 세븐 스킨,30,f,3
82,스킨,비플랫 (be Flat),건성,퓨어 토너 포 세븐 스킨,30,f,5
83,스킨,비플랫 (be Flat),건성,퓨어 토너 포 세븐 스킨,18,f,5
84,스킨,비플랫 (be Flat),복합성,퓨어 토너 포 세븐 스킨,20,f,3
85,스킨,비플랫 (be Flat),지성,퓨어 토너 포 세븐 스킨,34,f,4
86,스킨,비플랫 (be Flat),건성,퓨어 토너 포 세븐 스킨,16,f,4
87,스킨,비플랫 (be Flat),복합성,퓨어 토너 포 세븐 스킨,31,f,5
88,스킨,비플랫 (be Flat),복합성,퓨어 토너 포 세븐 스킨,34,f,5
89,스킨,비플랫 (be Flat),건성,퓨어 토너 포 세븐 스킨,36,f,5
90,스킨,비플랫 (be Flat),지성,퓨어 토너 포 세븐 스킨,34,m,4
91,스킨,비플랫 (be Flat),건성,퓨어 토너 포 세븐 스킨,25,m,5
92,스킨,비플랫 (be Flat),건성,퓨어 토너 포 세븐 스킨,23,f,4
93,스킨,비플랫 (be Flat),복합성,퓨어 토너 포 세븐 스킨,29,f,4
94,스킨,비플랫 (be Flat),복합성,퓨어 토너 포 세븐 스킨,35,f,5
95,스킨,비플랫 (be Flat),복합성,퓨어 토너 포 세븐 스킨,25,f,5
96,스킨,비플랫 (be Flat),지성,퓨어 토너 포 세븐 스킨,30,f,5
97,스킨,비플랫 (be Flat),복합성,퓨어 토너 포 세븐 스킨,22,f,4
98,스킨,비플랫 (be Flat),복합성,퓨어 토너 포 세븐 스킨,24,f,4
99,스킨,비플랫 (be Flat),건성,퓨어 토너 포 세븐 스킨,26,f,3
100,스킨,비플랫 (be Flat),복합성,퓨어 토너 포 세븐 스킨,20,f,4
101,스킨,비플랫 (be Flat),복합성,퓨어 토너 포 세븐 스킨,27,f,4
102,스킨,비플랫 (be Flat),중성,퓨어 토너 포 세븐 스킨,20,f,3
103,스킨,비플랫 (be Flat),건성,퓨어 토너 포 세븐 스킨,23,f,3
104,스킨,비플랫 (be Flat),복합성,퓨어 토너 포 세븐 스킨,23,f,4
105,스킨,비플랫 (be Flat),건성,퓨어 토너 포 세븐 스킨,28,f,5
106,스킨,비플랫 (be Flat),지성,퓨어 토너 포 세븐 스킨,23,f,4
107,스킨,비플랫 (be Flat),건성,퓨어 토너 포 세븐 스킨,26,f,4
108,스킨,비플랫 (be Flat),복합성,퓨어 토너 포 세븐 스킨,25,f,4
109,스킨,비플랫 (be Flat),건성,퓨어 토너 포 세븐 스킨,31,f,5
110,스킨,비플랫 (be Flat),지성,퓨어 토너 포 세븐 스킨,23,f,4
111,스킨,비플랫 (be Flat),민감성,퓨어 토너 포 세븐 스킨,28,f,4
112,스킨,비플랫 (be Flat),건성,퓨어 토너 포 세븐 스킨,25,f,4
113,스킨,비플랫 (be Flat),복합성,퓨어 토너 포 세븐 스킨,23,f,4
114,스킨,비플랫 (be Flat),지성,퓨어 토너 포 세븐 스킨,24,f,5
115,스킨,비플랫 (be Flat),복합성,퓨어 토너 포 세븐 스킨,22,f,5
116,스킨,비플랫 (be Flat),건성,퓨어 토너 포 세븐 스킨,20,f,4
117,스킨,비플랫 (be Flat),복합성,퓨어 토너 포 세븐 스킨,24,f,4
118,스킨,비플랫 (be Flat),복합성,퓨어 토너 포 세븐 스킨,21,f,5
119,스킨,비플랫 (be Flat),복합성,퓨어 토너 포 세븐 스킨,27,f,4
120,스킨,비플랫 (be Flat),민감성,퓨어 토너 포 세븐 스킨,25,f,3
121,스킨,비플랫 (be Flat),복합성,퓨어 토너 포 세븐 스킨,26,f,5
122,스킨,비플랫 (be Flat),복합성,퓨어 토너 포 세븐 스킨,21,f,4
123,스킨,비플랫 (be Flat),복합성,퓨어 토너 포 세븐 스킨,28,f,5
124,스킨,비플랫 (be Flat),복합성,퓨어 토너 포 세븐 스킨,23,f,5
125,스킨,비플랫 (be Flat),복합성,퓨어 토너 포 세븐 스킨,29,f,4
126,스킨,비플랫 (be Flat),건성,퓨어 토너 포 세븐 스킨,26,f,5
127,스킨,비플랫 (be Flat),복합성,퓨어 토너 포 세븐 스킨,24,f,4
128,스킨,비플랫 (be Flat),복합성,퓨어 토너 포 세븐 스킨,25,f,4
129,스킨,비플랫 (be Flat),중성,퓨어 토너 포 세븐 스킨,17,f,5
130,스킨,비플랫 (be Flat),건성,퓨어 토너 포 세븐 스킨,27,f,4
131,스킨,비플랫 (be Flat),건성,퓨어 토너 포 세븐 스킨,24,f,5
132,스킨,비플랫 (be Flat),건성,퓨어 토너 포 세븐 스킨,23,f,5
133,스킨,비플랫 (be Flat),민감성,퓨어 토너 포 세븐 스킨,27,f,4
134,스킨,비플랫 (be Flat),민감성,퓨어 토너 포 세븐 스킨,22,f,5
135,스킨,비플랫 (be Flat),건성,퓨어 토너 포 세븐 스킨,26,f,4
136,스킨,비플랫 (be Flat),복합성,퓨어 토너 포 세븐 스킨,27,f,4
137,스킨,비플랫 (be Flat),복합성,퓨어 토너 포 세븐 스킨,20,f,4
138,스킨,비플랫 (be Flat),건성,퓨어 토너 포 세븐 스킨,24,f,5
139,스킨,비플랫 (be Flat),건성,퓨어 토너 포 세븐 스킨,17,f,5
140,스킨,비플랫 (be Flat),민감성,퓨어 토너 포 세븐 스킨,22,f,4
141,스킨,비플랫 (be Flat),건성,퓨어 토너 포 세븐 스킨,20,f,4
142,스킨,비플랫 (be Flat),복합성,퓨어 토너 포 세븐 스킨,28,f,4
143,스킨,비플랫 (be Flat),복합성,퓨어 토너 포 세븐 스킨,21,f,4
144,스킨,비플랫 (be Flat),민감성,퓨어 토너 포 세븐 스킨,20,f,5
145,스킨,비플랫 (be Flat),복합성,퓨어 토너 포 세븐 스킨,18,f,4
146,스킨,비플랫 (be Flat),민감성,퓨어 토너 포 세븐 스킨,27,f,4
147,스킨,비플랫 (be Flat),복합성,퓨어 토너 포 세븐 스킨,25,f,5
148,스킨,프레쥬 (Fraijour),복합성,프로 모이스처 크리미 토너,46,f,4
149,스킨,프레쥬 (Fraijour),건성,프로 모이스처 크리미 토너,36,m,5
150,스킨,프레쥬 (Fraijour),중성,프로 모이스처 크리미 토너,19,f,5
151,스킨,프레쥬 (Fraijour),중성,프로 모이스처 크리미 토너,17,f,4
152,스킨,프레쥬 (Fraijour),복합성,프로 모이스처 크리미 토너,31,f,4
153,스킨,프레쥬 (Fraijour),복합성,프로 모이스처 크리미 토너,23,m,4
154,스킨,프레쥬 (Fraijour),민감성,프로 모이스처 크리미 토너,24,f,4
155,스킨,프레쥬 (Fraijour),지성,프로 모이스처 크리미 토너,18,f,4
156,스킨,프레쥬 (Fraijour),복합성,프로 모이스처 크리미 토너,23,f,5
157,스킨,프레쥬 (Fraijour),건성,프로 모이스처 크리미 토너,18,f,5
158,스킨,프레쥬 (Fraijour),복합성,프로 모이스처 크리미 토너,25,f,4
159,스킨,프레쥬 (Fraijour),건성,프로 모이스처 크리미 토너,38,f,5
160,스킨,프레쥬 (Fraijour),건성,프로 모이스처 크리미 토너,23,f,5
161,스킨,프레쥬 (Fraijour),민감성,프로 모이스처 크리미 토너,23,f,5
162,스킨,프레쥬 (Fraijour),중성,프로 모이스처 크리미 토너,30,f,4
163,스킨,프레쥬 (Fraijour),건성,프로 모이스처 크리미 토너,23,f,5
164,스킨,프레쥬 (Fraijour),중성,프로 모이스처 크리미 토너,26,f,5
165,스킨,프레쥬 (Fraijour),민감성,프로 모이스처 크리미 토너,29,f,4
166,스킨,프레쥬 (Fraijour),건성,프로 모이스처 크리미 토너,23,f,5
167,스킨,프레쥬 (Fraijour),복합성,프로 모이스처 크리미 토너,27,f,4
168,스킨,프레쥬 (Fraijour),민감성,프로 모이스처 크리미 토너,39,f,5
169,스킨,프레쥬 (Fraijour),건성,프로 모이스처 크리미 토너,24,f,4
170,스킨,프레쥬 (Fraijour),복합성,프로 모이스처 크리미 토너,22,f,3
171,스킨,프레쥬 (Fraijour),복합성,프로 모이스처 크리미 토너,19,f,5
172,스킨,프레쥬 (Fraijour),건성,프로 모이스처 크리미 토너,23,f,2
173,스킨,프레쥬 (Fraijour),건성,프로 모이스처 크리미 토너,32,f,4
174,스킨,프레쥬 (Fraijour),복합성,프로 모이스처 크리미 토너,28,f,5
175,스킨,프레쥬 (Fraijour),건성,프로 모이스처 크리미 토너,36,m,5
176,스킨,프레쥬 (Fraijour),지성,프로 모이스처 크리미 토너,24,f,4
177,스킨,프레쥬 (Fraijour),건성,프로 모이스처 크리미 토너,18,f,5
178,스킨,프레쥬 (Fraijour),건성,프로 모이스처 크리미 토너,28,f,5
179,스킨,프레쥬 (Fraijour),건성,프로 모이스처 크리미 토너,27,f,4
180,스킨,프레쥬 (Fraijour),건성,프로 모이스처 크리미 토너,30,f,5
181,스킨,프레쥬 (Fraijour),건성,프로 모이스처 크리미 토너,28,f,4
182,스킨,프레쥬 (Fraijour),건성,프로 모이스처 크리미 토너,29,f,3
183,스킨,프레쥬 (Fraijour),복합성,프로 모이스처 크리미 토너,23,f,5
184,스킨,프레쥬 (Fraijour),중성,프로 모이스처 크리미 토너,28,f,5
185,스킨,프레쥬 (Fraijour),민감성,프로 모이스처 크리미 토너,26,f,4
186,스킨,프레쥬 (Fraijour),중성,프로 모이스처 크리미 토너,27,f,5
187,스킨,프레쥬 (Fraijour),민감성,프로 모이스처 크리미 토너,21,f,3
188,스킨,프레쥬 (Fraijour),복합성,프로 모이스처 크리미 토너,24,f,3
189,스킨,프레쥬 (Fraijour),건성,프로 모이스처 크리미 토너,18,f,3
190,스킨,프레쥬 (Fraijour),복합성,프로 모이스처 크리미 토너,21,f,5
191,스킨,프레쥬 (Fraijour),민감성,프로 모이스처 크리미 토너,26,f,5
192,스킨,프레쥬 (Fraijour),복합성,프로 모이스처 크리미 토너,25,f,4
193,스킨,프레쥬 (Fraijour),민감성,프로 모이스처 크리미 토너,29,f,5
194,스킨,프레쥬 (Fraijour),건성,프로 모이스처 크리미 토너,24,f,4
195,스킨,프레쥬 (Fraijour),복합성,프로 모이스처 크리미 토너,20,f,3
196,스킨,프레쥬 (Fraijour),건성,프로 모이스처 크리미 토너,18,f,4
197,스킨,프레쥬 (Fraijour),민감성,프로 모이스처 크리미 토너,26,f,3
198,스킨,프레쥬 (Fraijour),건성,프로 모이스처 크리미 토너,22,f,4
199,스킨,프레쥬 (Fraijour),중성,프로 모이스처 크리미 토너,23,f,4
200,스킨,프레쥬 (Fraijour),건성,프로 모이스처 크리미 토너,18,f,4
201,스킨,프레쥬 (Fraijour),건성,프로 모이스처 크리미 토너,27,f,2
202,스킨,프레쥬 (Fraijour),건성,프로 모이스처 크리미 토너,23,f,4
203,스킨,프레쥬 (Fraijour),건성,프로 모이스처 크리미 토너,19,f,4
204,스킨,프레쥬 (Fraijour),건성,프로 모이스처 크리미 토너,18,f,4
205,스킨,프레쥬 (Fraijour),건성,프로 모이스처 크리미 토너,28,f,5
206,스킨,프레쥬 (Fraijour),건성,프로 모이스처 크리미 토너,26,f,4
207,스킨,프레쥬 (Fraijour),건성,프로 모이스처 크리미 토너,18,f,3
208,스킨,프레쥬 (Fraijour),건성,프로 모이스처 크리미 토너,22,f,4
209,스킨,프레쥬 (Fraijour),복합성,프로 모이스처 크리미 토너,22,f,5
210,스킨,프레쥬 (Fraijour),건성,프로 모이스처 크리미 토너,28,f,5
211,스킨,프레쥬 (Fraijour),건성,프로 모이스처 크리미 토너,24,f,5
212,스킨,프레쥬 (Fraijour),건성,프로 모이스처 크리미 토너,19,f,4
213,스킨,프레쥬 (Fraijour),복합성,프로 모이스처 크리미 토너,23,f,4
214,스킨,프레쥬 (Fraijour),복합성,프로 모이스처 크리미 토너,21,f,4
215,스킨,프레쥬 (Fraijour),건성,프로 모이스처 크리미 토너,22,f,5
216,스킨,프레쥬 (Fraijour),중성,프로 모이스처 크리미 토너,18,f,4
217,스킨,프레쥬 (Fraijour),민감성,프로 모이스처 크리미 토너,23,f,5
218,스킨,프레쥬 (Fraijour),복합성,프로 모이스처 크리미 토너,23,f,5
219,스킨,프레쥬 (Fraijour),건성,프로 모이스처 크리미 토너,24,f,5
220,스킨,프레쥬 (Fraijour),중성,프로 모이스처 크리미 토너,18,f,5
221,스킨,프레쥬 (Fraijour),건성,프로 모이스처 크리미 토너,23,f,4
222,스킨,프레쥬 (Fraijour),건성,프로 모이스처 크리미 토너,24,f,5
223,스킨,프레쥬 (Fraijour),민감성,프로 모이스처 크리미 토너,26,f,5
224,스킨,프레쥬 (Fraijour),건성,프로 모이스처 크리미 토너,28,f,4
225,스킨,프레쥬 (Fraijour),지성,프로 모이스처 크리미 토너,19,f,5
226,스킨,프레쥬 (Fraijour),건성,프로 모이스처 크리미 토너,20,f,4
227,스킨,프레쥬 (Fraijour),건성,프로 모이스처 크리미 토너,29,f,5
228,스킨,프레쥬 (Fraijour),건성,프로 모이스처 크리미 토너,24,f,5
229,스킨,프레쥬 (Fraijour),중성,프로 모이스처 크리미 토너,20,f,4
230,스킨,프레쥬 (Fraijour),건성,프로 모이스처 크리미 토너,21,f,4
231,스킨,프레쥬 (Fraijour),복합성,프로 모이스처 크리미 토너,22,f,4
232,스킨,프레쥬 (Fraijour),복합성,프로 모이스처 크리미 토너,20,f,5
233,스킨,프레쥬 (Fraijour),건성,프로 모이스처 크리미 토너,23,f,4
234,스킨,프레쥬 (Fraijour),복합성,프로 모이스처 크리미 토너,20,f,5
235,스킨,프레쥬 (Fraijour),건성,프로 모이스처 크리미 토너,18,f,4
236,스킨,프레쥬 (Fraijour),건성,프로 모이스처 크리미 토너,26,f,5
237,스킨,프레쥬 (Fraijour),복합성,프로 모이스처 크리미 토너,23,f,4
238,스킨,프레쥬 (Fraijour),건성,프로 모이스처 크리미 토너,27,f,4
239,스킨,프레쥬 (Fraijour),건성,프로 모이스처 크리미 토너,25,f,4
240,스킨,프레쥬 (Fraijour),복합성,프로 모이스처 크리미 토너,23,f,5
241,스킨,프레쥬 (Fraijour),건성,프로 모이스처 크리미 토너,29,f,4
242,스킨,프레쥬 (Fraijour),복합성,프로 모이스처 크리미 토너,21,f,5
243,스킨,프레쥬 (Fraijour),복합성,프로 모이스처 크리미 토너,22,f,5
244,스킨,프레쥬 (Fraijour),복합성,프로 모이스처 크리미 토너,24,f,4
245,스킨,프레쥬 (Fraijour),복합성,프로 모이스처 크리미 토너,23,f,5
246,스킨,프레쥬 (Fraijour),복합성,프로 모이스처 크리미 토너,23,f,4
247,스킨,프레쥬 (Fraijour),건성,프로 모이스처 크리미 토너,29,f,4
248,스킨,보타니티 (BOTANITY),복합성,플라본 부스터,25,f,5
249,스킨,보타니티 (BOTANITY),복합성,플라본 부스터,26,f,5
250,스킨,보타니티 (BOTANITY),건성,플라본 부스터,23,f,3
251,스킨,보타니티 (BOTANITY),중성,플라본 부스터,25,f,5
252,스킨,보타니티 (BOTANITY),복합성,플라본 부스터,27,f,5
253,스킨,보타니티 (BOTANITY),건성,플라본 부스터,18,f,5
254,스킨,보타니티 (BOTANITY),복합성,플라본 부스터,23,f,4
255,스킨,보타니티 (BOTANITY),민감성,플라본 부스터,23,f,5
256,스킨,보타니티 (BOTANITY),복합성,플라본 부스터,32,f,3
257,스킨,보타니티 (BOTANITY),복합성,플라본 부스터,17,f,4
258,스킨,보타니티 (BOTANITY),복합성,플라본 부스터,20,f,4
259,스킨,보타니티 (BOTANITY),지성,플라본 부스터,23,f,5
260,스킨,보타니티 (BOTANITY),건성,플라본 부스터,24,f,5
261,스킨,보타니티 (BOTANITY),민감성,플라본 부스터,40,f,4
262,스킨,보타니티 (BOTANITY),복합성,플라본 부스터,23,f,4
263,스킨,보타니티 (BOTANITY),복합성,플라본 부스터,23,f,5
264,스킨,보타니티 (BOTANITY),복합성,플라본 부스터,35,f,5
265,스킨,보타니티 (BOTANITY),건성,플라본 부스터,24,f,5
266,스킨,보타니티 (BOTANITY),민감성,플라본 부스터,21,f,4
267,스킨,보타니티 (BOTANITY),건성,플라본 부스터,17,f,4
268,스킨,보타니티 (BOTANITY),건성,플라본 부스터,28,f,4
269,스킨,보타니티 (BOTANITY),복합성,플라본 부스터,18,f,4
270,스킨,보타니티 (BOTANITY),중성,플라본 부스터,18,f,5
271,스킨,보타니티 (BOTANITY),복합성,플라본 부스터,21,f,4
272,스킨,보타니티 (BOTANITY),복합성,플라본 부스터,29,f,5
273,스킨,보타니티 (BOTANITY),복합성,플라본 부스터,38,f,5
274,스킨,보타니티 (BOTANITY),지성,플라본 부스터,29,f,5
275,스킨,보타니티 (BOTANITY),복합성,플라본 부스터,18,f,5
276,스킨,보타니티 (BOTANITY),지성,플라본 부스터,30,f,4
277,스킨,보타니티 (BOTANITY),복합성,플라본 부스터,21,f,5
278,스킨,보타니티 (BOTANITY),복합성,플라본 부스터,50,f,3
279,스킨,보타니티 (BOTANITY),지성,플라본 부스터,20,f,4
280,스킨,보타니티 (BOTANITY),건성,플라본 부스터,24,f,4
281,스킨,보타니티 (BOTANITY),복합성,플라본 부스터,20,f,3
282,스킨,보타니티 (BOTANITY),건성,플라본 부스터,18,f,5
283,스킨,보타니티 (BOTANITY),복합성,플라본 부스터,20,f,3
284,스킨,보타니티 (BOTANITY),복합성,플라본 부스터,26,f,3
285,스킨,보타니티 (BOTANITY),중성,플라본 부스터,27,m,5
286,스킨,보타니티 (BOTANITY),복합성,플라본 부스터,20,f,5
287,스킨,보타니티 (BOTANITY),민감성,플라본 부스터,27,f,4
288,스킨,보타니티 (BOTANITY),지성,플라본 부스터,20,f,5
289,스킨,보타니티 (BOTANITY),지성,플라본 부스터,26,f,5
290,스킨,보타니티 (BOTANITY),지성,플라본 부스터,20,f,4
291,스킨,보타니티 (BOTANITY),민감성,플라본 부스터,27,f,2
292,스킨,보타니티 (BOTANITY),복합성,플라본 부스터,29,f,4
293,스킨,보타니티 (BOTANITY),지성,플라본 부스터,23,f,4
294,스킨,보타니티 (BOTANITY),복합성,플라본 부스터,21,f,4
295,스킨,보타니티 (BOTANITY),건성,플라본 부스터,30,f,5
296,스킨,보타니티 (BOTANITY),복합성,플라본 부스터,31,f,4
297,스킨,보타니티 (BOTANITY),복합성,플라본 부스터,23,f,4
298,스킨,보타니티 (BOTANITY),복합성,플라본 부스터,26,f,5
299,스킨,보타니티 (BOTANITY),복합성,플라본 부스터,18,f,4
300,스킨,보타니티 (BOTANITY),민감성,플라본 부스터,33,f,5
301,스킨,보타니티 (BOTANITY),지성,플라본 부스터,27,f,3
302,스킨,보타니티 (BOTANITY),지성,플라본 부스터,20,f,4
303,스킨,보타니티 (BOTANITY),중성,플라본 부스터,22,f,4
304,스킨,보타니티 (BOTANITY),건성,플라본 부스터,23,f,5
305,스킨,보타니티 (BOTANITY),복합성,플라본 부스터,22,f,5
306,스킨,보타니티 (BOTANITY),복합성,플라본 부스터,24,f,4
307,스킨,보타니티 (BOTANITY),민감성,플라본 부스터,20,f,5
308,스킨,보타니티 (BOTANITY),건성,플라본 부스터,21,f,4
309,스킨,보타니티 (BOTANITY),건성,플라본 부스터,21,f,5
310,스킨,보타니티 (BOTANITY),복합성,플라본 부스터,25,f,4
311,스킨,보타니티 (BOTANITY),건성,플라본 부스터,20,f,4
312,스킨,보타니티 (BOTANITY),건성,플라본 부스터,32,f,5
313,스킨,보타니티 (BOTANITY),복합성,플라본 부스터,20,f,4
314,스킨,보타니티 (BOTANITY),민감성,플라본 부스터,18,f,3
315,스킨,보타니티 (BOTANITY),복합성,플라본 부스터,21,f,5
316,스킨,보타니티 (BOTANITY),복합성,플라본 부스터,21,f,4
317,스킨,보타니티 (BOTANITY),건성,플라본 부스터,28,f,2
318,스킨,보타니티 (BOTANITY),복합성,플라본 부스터,28,f,4
319,스킨,보타니티 (BOTANITY),지성,플라본 부스터,21,f,5
320,스킨,보타니티 (BOTANITY),복합성,플라본 부스터,25,f,5
321,스킨,보타니티 (BOTANITY),복합성,플라본 부스터,36,f,5
322,스킨,보타니티 (BOTANITY),복합성,플라본 부스터,36,m,5
323,스킨,보타니티 (BOTANITY),복합성,플라본 부스터,30,f,4
324,스킨,보타니티 (BOTANITY),복합성,플라본 부스터,21,f,4
325,스킨,보타니티 (BOTANITY),건성,플라본 부스터,17,f,4
